字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
实,8,shí,宀,0,B2,['宀 头'],上下结构,上小下大,实,1285.0,shí,"{'pinyin': 'shí', 'explanations': [{'content': '(会意。从宀,从贯。宀,房屋。贯,货物,以货物充于屋下。本义:财物粮食充足,富有)。'}, {'content': '同本义。', 'detail': [{'text': '實,富也。', 'book': '《说文》'}, {'text': '实,满也,塞也。', 'book': '《小尔雅》'}, {'text': '实,荣也。', 'book': '《墨子经上》'}, {'text': '有者为实,故凡中质充满皆曰实。', 'book': '《素问·调经论》'}, {'text': '而君之仓廪实,府库充。', 'book': '《孟子·梁惠王下》'}, {'text': '管子曰:“仓廪实而知礼节。”', 'book': '汉·贾谊《论积贮疏》'}, {'text': '公家虚而大臣实。', 'book': '《韩非子·亡征》'}], 'words': [{'word': '殷实;实核', 'text': '种子'}, {'word': '实谷', 'text': '子粒饱满的谷类作物。'}]}, {'content': '真实;诚实。', 'detail': [{'text': '实,诚也。', 'book': '《广雅》'}, {'text': '夫图画,非母之实身也。', 'book': '《论衡·乱龙》'}, {'text': '虚则知实之情。', 'book': '《韩非子·主道》'}, {'text': '今人又言心电感应有道,吾亦望其言是实。', 'book': '清·林觉民《与妻书》'}], 'words': [{'word': '实充', 'text': '老实'}, {'word': '实受', 'text': '忠厚老实'}, {'word': '实业', 'text': '实际业绩'}, {'word': '实迹', 'text': '真实的证据,事实'}, {'word': '实拍', 'text': '实在的'}, {'word': '实丕丕', 'text': '实呸呸、实坯坯。都指实实在在'}, {'word': '实志', 'text': '真实的心愿'}, {'word': '实理', 'text': '真实的道理'}, {'word': '实音', 'text': '确实的消息'}, {'word': '实户', 'text': '实际户数'}, {'word': '实支', 'text': '实际支出'}, {'word': '实年', 'text': '实际年龄'}, {'word': '实务', 'text': '实际事物'}, {'word': '实福', 'text': '实际的幸福'}, {'word': '实祸', 'text': '实际的祸害。'}]}, {'content': '广大。', 'detail': [{'text': '节彼南山,有实其猗。', 'book': '《诗·小雅·节南山》'}]}, {'content': '坚实;坚强。', 'detail': [{'text': '兵之形,避实而击虚。', 'book': '《孙子·虚实》'}], 'words': [{'word': '实落', 'text': '结实;实实在在'}, {'word': '实拍拍', 'text': '形容硬、结实'}, {'word': '实秘秘', 'text': '严严实实'}, {'word': '实癖癖', 'text': '硬鼓鼓'}, {'word': '实坚', 'text': '坚定。'}]}, {'content': '果实;种子。', 'detail': [{'text': '草木之实。', 'book': '《礼记·祭统》。注:“菱芡榛栗之属。”'}, {'text': '实函斯活。', 'book': '《诗·周颂·载芟》。笺:“种子也。”'}, {'text': '复蒂下生蓬,蓬中结实,亭亭独立。', 'book': '明·李渔《闲情偶寄·种植部》'}, {'text': '用实者成实时采。', 'book': '宋·沈括《梦溪笔谈》'}], 'words': [{'word': '结实'}]}, {'content': '实际,事实。', 'detail': [{'text': '今以实校之,彼所将中国人不过十五六万。', 'book': '《资治通鉴》'}, {'text': '较秦之所得,与战胜而得者,其实百倍。', 'book': '宋·苏洵《权书·六国论》'}], 'words': [{'word': '实情'}]}, {'content': '物资,器物。', 'detail': [{'text': '在军无日不讨军事而申儆之。', 'book': '《左传》'}]}, {'content': '结果,效果。', 'detail': [{'text': '畏惧存想,同一实也。', 'book': '王充《论衡》'}]}, {'content': '诚实的人。', 'detail': [{'text': '此皆良实,志虑忠纯。', 'book': '诸葛亮《出师表》'}]}, {'content': '真正地;确实;实在。', 'detail': [{'text': '瞻望弗及,实劳我心。', 'book': '《诗·邶风·燕燕》'}, {'text': '兰芝仰头答:理实如兄言。', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}, {'text': '故自汝归后,虽为汝悲,实为予喜。', 'book': '清·袁枚《祭妹文》'}], 'words': [{'word': '实供', 'text': '如实招供'}, {'word': '实属谣言;实有其事;实然', 'text': '真实;实在'}, {'word': '实稔', 'text': '确实成熟了。'}]}, {'content': '果然。', 'detail': [{'text': '毕阳实送州犁于荆。', 'book': '《国语》'}]}, {'content': '终于。', 'detail': [{'text': '其实无不安者,功大故也。', 'book': '《吕氏春秋》'}]}, {'content': '实际上。', 'detail': [{'text': '或说处杀虎斩蛟,实冀三横唯余其一。', 'book': '《世说新语·自新》'}, {'text': '传者因谓小孤庙有彭郎像,澎浪庙有小姑像,实不然也。', 'book': '宋·陆游《过小孤山大孤山》'}]}, {'content': '充满;充实;填塞。', 'detail': [{'text': '实其言,必长晋国。', 'book': '《左传·宣公十二年》'}, {'text': '狗马实外厩。', 'book': '《战国策·齐策四》'}, {'text': '将以实笾豆奉祭祀、供宾客乎?', 'book': '明·刘基《卖柑者言》'}, {'text': '乃出图书,空囊橐,徐徐焉实狼其中。', 'book': '马中锡《中山狼传》'}], 'words': [{'word': '实牣', 'text': '充满;充实'}, {'word': '实实窒窒', 'text': '拥挤不堪的样子'}, {'word': '实心', 'text': '充塞于心'}, {'word': '实窒胡同', 'text': '死胡同'}, {'word': '实边', 'text': '充实边疆'}, {'word': '实禀', 'text': '充实粮仓。'}]}, {'content': '结果实;结子实。', 'detail': [{'text': '苗而不秀者有矣夫,秀而不实者有矣夫。', 'book': '《论语》'}]}, {'content': '使加强,充实。', 'detail': [{'text': '徙民实边。', 'book': '《汉书·晁错传》'}]}, {'content': '察实;核实。', 'detail': [{'text': '阅实其罪。', 'book': '《书·吕刑》'}]}, {'content': '即,就是。', 'detail': [{'text': '我之先君,实汝伯兄。', 'book': '明·方孝孺《祭从兄希声》'}]}, {'content': '据实陈报。', 'detail': [{'text': '令国中凡有游产,皆使自实。', 'book': '《三国志》引《魏略》'}]}]}",[上下],宀头,[上下]宀头,顶部展示宀，底部展示头
坊,7,fāng,土,1,H2,['土 方'],左右结构,左窄右宽,坊,647.0,fāng,"{'pinyin': 'fāng', 'explanations': [{'content': '(形声。从土,方声。本义:城市中街市里巷的通称)。'}, {'content': '古代把一个城邑划分为若干区,通称为坊。', 'detail': [{'text': '两京及州县之郭内为坊,郊外为村。', 'book': '《唐元典》'}, {'text': '坊隅众人,慌忙拢来。', 'book': '《水浒传》'}], 'words': [{'word': '坊隅', 'text': '街巷,街坊'}, {'word': '坊厢', 'text': '古代城市区划,城中曰坊,近城曰厢'}, {'word': '坊市', 'text': '街市'}, {'word': '坊郭', 'text': '城郭市街。'}]}, {'content': '官署名 。隋代太子官署有左右坊、门下坊、典书坊等,唐以后易为太子左春坊、右春坊。', 'detail': [{'text': '明年春,大疫,为病坊,处疾病之无归者。', 'book': '宋·曾巩《越州赵公救灾记》'}], 'words': [{'word': '坊局', 'text': '詹事府属下的左、右春坊和司经局的合称。'}]}, {'content': '铸造器物的土模。'}, {'content': '店铺。', 'detail': [{'text': '茶坊每五更点灯博易。', 'book': '孟元老《东京孟华录》'}], 'words': [{'word': '坊肆', 'text': '商店'}, {'word': '坊店', 'text': '店铺'}, {'word': '坊贾', 'text': '书商。'}]}, {'content': '别屋;专用的房舍。', 'detail': [{'text': '里边有十数家,都是开坊子吃衣饭的。', 'book': '《金瓶梅词话》'}], 'words': [{'word': '坊子', 'text': '妓院;私娼的屋子'}, {'word': '坊陌', 'text': '妓女居所名'}, {'word': '坊曲', 'text': '唐代妓女居住的地方。也指小街曲巷。'}]}, {'content': '古州名  在今陕西省黄陵县。'}]}",[左右],土方,[左右]土方,左翼土展飞之姿；右翼方平稳之态
理,11,lǐ,王,0,H2,"['玉 里', '王 里']",左右结构,左窄右宽,理,2157.0,lǐ,"{'pinyin': 'lǐ', 'explanations': [{'content': '(形声。从玉,里声。本义:加工雕琢玉石)。'}, {'content': '同本义。', 'detail': [{'text': '理,治玉也。顺玉之文而剖析之。', 'book': '《说文》'}, {'text': '理者,成物之文也。长短大小、方圆坚脆、轻重白黑之谓理。', 'book': '《韩非子·解老》'}, {'text': '王乃使玉人理其璞而得宝焉,遂命曰:“和氏之璧。”', 'book': '《韩非子·和氏》'}, {'text': '郑人谓玉未理者璞。', 'book': '《战国策·秦策三》'}]}, {'content': '治理;管理。', 'detail': [{'text': '不可胜理。', 'book': '《战国策·秦策一》'}, {'text': '圣人之所在,则天下理焉。', 'book': '《吕氏春秋·劝学》'}, {'text': '夫能理三苗。', 'book': '《淮南子·原道》'}, {'text': '以昭陛下平明之理。', 'book': '诸葛亮《出师表》'}, {'text': '贫困如故时,始复上街头理其故业。', 'book': '黄宗羲《柳敬亭传》'}, {'text': '为天下理财。', 'book': '王安石《答司马谏议书》'}, {'text': '理事自若。', 'book': '《后汉书·卓茂传》'}], 'words': [{'word': '当家理事;理官', 'text': '治理狱讼的官员'}, {'word': '理民', 'text': '治理人民'}, {'word': '理国', 'text': '治理国家。'}]}, {'content': '整理,使有条理、有秩序。', 'detail': [{'text': '分茧理丝。', 'book': '《晋书·左芬传》'}, {'text': '当户理红妆。', 'book': '《乐府诗集·木兰诗》'}]}, {'content': '又。', 'detail': [{'text': '当窗理云鬓。'}], 'words': [{'word': '理妆', 'text': '整理妆饰'}, {'word': '理丝', 'text': '抽理蚕丝'}, {'word': '理鬓', 'text': '梳理鬓发'}, {'word': '理顺'}]}, {'content': '温习;熟习。', 'detail': [{'text': '被服罗裳衣,当户理清曲。', 'book': '《古诗十九首》'}], 'words': [{'word': '理书', 'text': '温习功课'}, {'word': '理乐', 'text': '练习演奏乐曲'}, {'word': '理曲', 'text': '练习歌曲。'}]}, {'content': '区分;辨别。', 'detail': [{'text': '理道之远近而致贡。', 'book': '《荀子·王制》'}], 'words': [{'word': '理音', 'text': '辨别声音。'}]}, {'content': '理睬,理会。', 'detail': [{'text': '只顾玩笑,并不理他。', 'book': '《红楼梦》'}], 'words': [{'word': '不理', 'text': '不闻不问'}, {'word': '理值', 'text': '理睬'}, {'word': '理识', 'text': '犹理睬。'}]}, {'content': '操理。', 'detail': [{'text': '始复上街头理其故业。', 'book': '清·黄宗羲《柳敬亭传》'}]}, {'content': '纹理;条理。', 'detail': [{'text': '井井兮有其理也。', 'book': '《荀子·儒效》'}, {'text': '璧袭无理。', 'book': '《淮南子·览冥》'}, {'text': '知分理之可相别异也。', 'book': '《说文解字·叙》'}, {'text': '圭形石质,苍色腻理。', 'book': '刘禹锡《砥石赋》'}], 'words': [{'word': '理比', 'text': '纹理相次'}, {'word': '理路', 'text': '纹理,纹路。'}]}, {'content': '法律;司法官。', 'detail': [{'text': '弦子旗为理。', 'book': ''}, {'text': '管子·小匡》'}, {'text': '遂下于理。', 'book': '汉·司马迁《报任安书》'}], 'words': [{'word': '理刑厅', 'text': '理刑官员。'}]}, {'content': '道理,义理。', 'detail': [{'text': '井井兮其有理也。', 'book': '《荀子·儒效》'}, {'text': '恶积祸盈,理至焦烂。', 'book': '南朝梁·丘迟《与陈伯之书》'}, {'text': '势不同而理同。', 'book': '柳宗元《送薛存义序》'}, {'text': '是未明天地之理,万物之情者也。', 'book': '《庄子·秋水》'}, {'text': '理实如兄言。', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}, {'text': '天下之理得矣。', 'book': '宋·王安石《答司马谏议书》'}, {'text': '验之以理。', 'book': '《吕氏春秋·慎行论》'}, {'text': '理无专在。', 'book': '清·刘开《问说》'}]}, {'content': '又。', 'detail': [{'text': '理有未安,妄以臆度。'}], 'words': [{'word': '无理', 'text': '没有道理'}, {'word': '在理', 'text': '合乎道理'}, {'word': '理致', 'text': '义理情致,思想情趣'}, {'word': '理窟', 'text': '义理会聚处;道理深奥处'}, {'word': '理顺', 'text': '道理顺当;理由正当。'}]}, {'content': '使者。', 'detail': [{'text': '行理之命,无月不至。', 'book': '《左传·昭公十三年》。注:“行理,使人通聘问者。”'}]}, {'content': '媒人。', 'detail': [{'text': '吾令蹇修以为理。', 'book': '《楚辞·屈原·离骚》'}]}, {'content': '狱官。', 'detail': [{'text': '孟秋之月:命理瞻伤。', 'book': '《礼记·月令》'}, {'text': '李离者,晋文公之理也。', 'book': '《史记·循吏列传》'}], 'same': '吏'}, {'content': '治理得很好。', 'detail': [{'text': '本事不理。', 'book': '《荀子·天论》'}, {'text': '运极则化,理乱相承。', 'book': '《后汉书·蔡邕传》'}, {'text': '一切治理,威名流闻。', 'book': '《汉书·赵尹韩张两王传》'}]}]}",[左右],玉里,[左右]玉里,左部分玉，右部分里
汗,6,hán,氵,1,H2,"['水 干', '氵 干']",左右结构,左窄右宽,汗,536.0,hán,"{'pinyin': 'hán', 'explanations': [{'content': '可汗,古代鲜卑、柔然、突厥、回纥、蒙古等族对其统治者的称号。', 'detail': [{'text': '汗,可汗。蕃王称。', 'book': '《广韵》'}, {'text': '咸丰四年,土谢图汗、车臣汗两部汗、王、公、台吉等请捐助军需,温旨郤之。', 'book': '《清史稿》'}]}]}",[左右],水干,[左右]水干,左侧执水，右侧持干
苑,8,yuàn,艹,3,B2,"['草 夗', '艸 夗', '艹 夗']",上下结构,上小下大,苑,1008.0,yuàn,"{'pinyin': 'yuàn', 'explanations': [{'content': '(形声。从艸,夗(yuàn)声。本义:养禽兽植树木的地方。后来多指帝王游乐打猎的地方)。'}, {'content': '同本义。', 'detail': [{'text': '苑,所以养禽兽囿也。', 'book': '《说文》'}, {'text': '养牛马林木曰苑。', 'book': '《三苍》'}, {'text': '有垣曰苑。', 'book': '《字林》'}, {'text': '值林为苑。', 'book': '左思《吴都赋》。刘注:“有木曰苑。”'}]}, {'content': '泛指园林,花园。', 'detail': [{'text': '会幸苑中。', 'book': '宋·王谠《唐语林·雅量》'}], 'words': [{'word': '苑囿兵', 'text': '禁兵'}, {'word': '苑马', 'text': '苑囿和马厩;亦指苑囿中的马。'}]}, {'content': '姓。'}]}",[上下],草夗,[上下]草夗,上方草如峰巅之望，下处夗似谷底之思
爆,19,bào,火,1,H2,['火 暴'],左右结构,左窄右宽,爆,3471.0,bào,"{'pinyin': 'bào', 'explanations': [{'content': '(形声。从火,暴声。本义:炸裂发声)。'}, {'content': '同本义。', 'detail': [{'text': '爆,灼也。', 'book': '《说文》'}, {'text': '火爆声。', 'book': '《虞初新志·秋声诗自序》'}], 'words': [{'word': '车胎爆了;爆烈', 'text': '猛烈爆炸'}, {'word': '爆响', 'text': '突然而猛裂地发出声响。'}]}, {'content': '燃着。', 'detail': [{'text': '湿薪未爆先烟。', 'book': '宋·范成大《苦雨》'}]}, {'content': '突出来;鼓起。', 'detail': [{'text': '满额爆出了青筋。', 'book': '茅盾《子夜》'}]}, {'content': '火烧物声。', 'detail': [{'text': '叵堪朋娄多,沸耳作惊爆。', 'book': '唐·韩愈《答柳柳州食虾蟆》'}]}]}",[左右],火暴,[左右]火暴,弓的左侧，火待发之势；弓的右侧，暴射出之力
创,6,chuāng,刂,1,H3,"['仓 刀', '仓 刂']",左右结构,左宽右窄,创,494.0,chuāng,"{'pinyin': 'chuāng', 'explanations': [{'content': '(指事。从刀,仓声。金文,象一个躺着的人,手上脚上都有小竖,表示受了创伤,是个指事字。本义:创伤,伤口)。'}, {'content': '同本义。', 'detail': [{'text': '刅,伤也。', 'book': '《说文》'}, {'text': '创钜者其日久。', 'book': '《礼记·三年问》'}, {'text': '项王身亦被十八余创。', 'book': '《史记·项羽本纪》'}, {'text': '秦王复击轲,被八创。', 'book': '《战国策·燕策》'}, {'text': '不呼则杖其背,尽创。', 'book': '高启《书博鸡者事》'}], 'words': [{'word': '身受重创;创痕', 'text': '伤痕'}, {'word': '创病', 'text': '伤病'}, {'word': '创残', 'text': '伤残'}, {'word': '创瘢', 'text': '伤疤。'}]}, {'content': '损伤;伤害。', 'detail': [{'text': '欲令创咸面目。', 'book': '《汉书·薛宣传》'}, {'text': '雄骏不创寿于旗幢。', 'book': '《韩非子·大体》'}], 'words': [{'word': '创刃', 'text': '为刀剑之类所伤'}, {'word': '创毒', 'text': '伤害'}, {'word': '创残', 'text': '伤残。'}]}]}",[左右],仓刀,[左右]仓刀,左仓右刀，互为表里
绷,11,bèng,纟,2,H2,"['丝 朋', '纟 朋']",左右结构,左窄右宽,绷,2494.0,bèng,"{'pinyin': 'bèng', 'explanations': []}",[左右],丝朋,[左右]丝朋,左部分丝，右部分朋
别,7,biè,刂,0,H3,"['另 刀', '另 刂']",左右结构,左宽右窄,别,751.0,biè,"{'pinyin': 'biè', 'explanations': [{'words': [{'word': '我想不依他,可又别不过他'}]}]}",[左右],另刀,[左右]另刀,左翼另展飞之姿；右翼刀平稳之态
射,10,shè,寸,1,H0,['身 寸'],左右结构,左右结构,射,1971.0,shè,"{'pinyin': 'shè', 'explanations': [{'content': '(本作“射”。会意。金文字形,象箭在弦上,手(寸)在发放。小篆把弓矢形讹变成“身”字,误。本义:用弓发箭使中远处目标)。'}, {'content': '同本义。', 'detail': [{'text': '射,弓弩发于身而中于远也。', 'book': '《说文》'}, {'text': '三曰五射。', 'book': '《周礼·保氏》'}, {'text': '射者,男子之事也。', 'book': '《礼记·射义》'}, {'text': '以射策甲科为郎。', 'book': '《汉书·萧望之传》。注:“射之言投射也。”'}, {'text': '射声校尉。', 'book': '《后汉书·光武纪》'}, {'text': '常能为汉伏弩射之。', 'book': '《汉书·李广苏建传》'}, {'text': '应元往来驰射,发一矢辄殪一贼。', 'book': '邵长蘅《青门剩稿》'}], 'words': [{'word': '射鹄', 'text': '射箭的靶子'}, {'word': '射日', 'text': '古代神话。传说尧时有十二日并出,庄稼尽被晒枯,后羿射落九日,为民除了害'}, {'word': '射牛', 'text': '古代帝王、诸侯祭祀天地、宗庙,必亲自射牛以示隆重'}, {'word': '射利', 'text': '比喻急于追求财利如射矢之速。'}]}, {'content': '用推力、压力或弹力送出。', 'detail': [{'text': '连放火箭,直射北门外方圆两炮台。', 'book': '《三元里抗英》'}], 'words': [{'word': '射门;射弹;射击;射工', 'text': '传说中能含沙射影的毒虫'}, {'word': '喷射;注射'}]}, {'content': '猜度。', 'detail': [{'text': '是何鸟也?王射之。', 'book': '《吕氏春秋·重言》'}], 'words': [{'word': '射虎', 'text': '猜灯谜。灯谜,又如灯虎、文虎'}, {'word': '射覆', 'text': '一种酒令。用相连的字句隐寓事物,使人猜度。'}]}, {'content': '打赌。', 'detail': [{'text': '于是使射千镒之重,争千里之逐。', 'book': '汉·枚乘《七发》'}]}, {'content': '谋求,逐取。', 'detail': [{'text': '江淮豪贾射利。', 'book': '《新唐书·食货志》'}], 'words': [{'word': '射利', 'text': '谋取财礼。'}]}, {'content': '照射,放射。', 'detail': [{'text': '有红光一缕起土桥,直射城内。', 'book': '《阎典史传》'}]}, {'content': '循着,顺着。', 'detail': [{'text': '夜非深林荟丛,不能藏蔽,无闻儿啼,即射声而至。', 'book': '清·黄宗羲《金孺人墓志铭》'}]}, {'content': '瞬间地斜视。', 'detail': [{'text': '又冷冷地射了屠维岳一眼。', 'book': '茅盾《子夜》'}]}, {'content': '拦阻。', 'detail': [{'text': '谋为石岸,以射水势。', 'book': '明·张居正《方氏建水榭铭》'}]}, {'content': '嘲弄。', 'detail': [{'text': '编成而名之曰《三闲集》,尚以射仿吾也。', 'book': '鲁迅《三闲集》'}]}, {'content': '指投壶 。把箭投向壶里,按投中次数多少决定胜负。输了罚酒。', 'detail': [{'text': '射者中,弈者胜,觥筹交错,起坐而喧哗者,众宾欢也。', 'book': '宋·欧阳修《醉翁亭记》'}]}, {'content': '放箭的人。', 'detail': [{'text': '羿不为拙射变其彀率。', 'book': '《孟子》'}]}, {'content': '圭璋上端锐出部分。', 'detail': [{'text': '大璋、中璋九寸,边璋七寸。射四寸。', 'book': '《周礼·考工记》'}]}, {'content': '姓。'}]}",[左右],身寸,[左右]身寸,梦想左眼身，现实右眼寸
